id,tier,order,name,description,slot,facts,specialization,icon
839,2,0,Soul Comprehension,Your passive life-force generation from nearby deaths is increased. Kills grant <c=@abilitytype>carapace</c>.,Minor,Effectiveness Increased|Percent|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|20|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/DC38F4623BFE773E681E37A0EAE11A364D52AACE/1012567.png|10|Death's Carapace|Increased toughness per stack.|1,2,https://render.guildwars2.com/file/E5D7FFCF5270F6FACCF6A13324E6A26AE77C7D3C/1012568.png
842,3,0,Death Nova,"When you or one of your minions is downed, create a Poison Nova. Summon a jagged horror when you kill a foe.",Major,Jagged Horror Lifetime Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|30|Jagged Horror Summon Recharge|Time|https://render.guildwars2.com/file/AAB7C5387A08367C2F023F19FEE70E1556AD4375/1770202.png|3|Jagged Horror Summon Recharge|Time|https://render.guildwars2.com/file/AAB7C5387A08367C2F023F19FEE70E1556AD4375/1770202.png|15|Jagged Horror Maximum|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|5,2,https://render.guildwars2.com/file/269AA6E19BAEA0359390FBFF0074BB1353F3C92E/1012564.png
853,3,1,Close to Death,Deal increased strike damage to enemies below the health threshold.,Major,Damage Increase|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|20|Health Threshold|Percent|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|50,53,https://render.guildwars2.com/file/ADD8DB0EA734C99FE123FF0A513E0D124FD4AC2E/1012601.png
855,2,2,Deadly Strength,<c=@abilitytype>Carapace</c> stacks grant power.,Major,AttributeAdjust|https://render.guildwars2.com/file/D6CAECEA0FD5FADE04DD6970384ADC5DE309C506/2229322.png|10|Power,2,https://render.guildwars2.com/file/560C65022F0DCC173CADEBE4DCD72F7CAA32467B/1012563.png
856,1,0,Armored Shroud,Gain <c=@abilitytype>carapace</c> when entering shroud.,Minor,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/DC38F4623BFE773E681E37A0EAE11A364D52AACE/1012567.png|10|Death's Carapace|Increased toughness per stack.|5,2,https://render.guildwars2.com/file/DC38F4623BFE773E681E37A0EAE11A364D52AACE/1012567.png
857,1,1,Putrid Defense,Poison damage is increased. Applying poison grants <c=@abilitytype>carapace</c>.,Major,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/DC38F4623BFE773E681E37A0EAE11A364D52AACE/1012567.png|10|Death's Carapace|Increased toughness per stack.|1|Poison Damage Increase|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|15,2,https://render.guildwars2.com/file/7FF962AB0917E9C651D00503D0D496067508910A/1012560.png
858,2,0,Necromantic Corruption,"Minions deal more damage and take conditions from you. When a minion attacks, it transfers conditions to its target.<br><c=@reminder>There is a 10 second cooldown per minion.</c>",Major,Damage Increase|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|25|Conditions Transferred|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|1|Interval|Time|https://render.guildwars2.com/file/B75E91EB22E0DFCC1D08030204055946506D56F6/1770206.png|10,2,https://render.guildwars2.com/file/AE61EAFBE6F1CC7902189CE79FA3FAB103F53F59/1012561.png
860,2,1,Dark Defiance,"If you are disabled, gain protection. Incoming condition damage is reduced while you have protection.<br><c=@reminder>Disables include stun, daze, knockback, pull, knockdown, sink, float, fear, taunt, and launch.</c>",Major,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|20|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/CD77D1FAB7B270223538A8F8ECDA1CFB044D65F4/102834.png|3|Protection|Incoming strike damage decreased by 33%; stacks duration.|1|Condition Damage Reduction|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|20,2,https://render.guildwars2.com/file/07E34F107B380DFDEFAF1894C66973BCFC3B3D9D/1012562.png
861,2,1,Vital Persistence,Gain Vitality. Your incoming healing is increased.,Major,Incoming Healing Increase|Percent|https://render.guildwars2.com/file/D4347C52157B040943051D7E09DEAD7AF63D4378/156662.png|10|Incoming Healing Increase|Percent|https://render.guildwars2.com/file/D4347C52157B040943051D7E09DEAD7AF63D4378/156662.png|20|AttributeAdjust|https://render.guildwars2.com/file/CAE8B4C43FF9D203FA55016700420A0454DFFE02/2229325.png|180|Vitality,50,https://render.guildwars2.com/file/9BC34679FF900F4A387672CACB7BDAF59FB64956/1012586.png
874,3,0,Soul Battery,Maximum life force is increased.,Minor,Maximum Life Force Increase|Percent|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|20,50,https://render.guildwars2.com/file/022357BDC7179BBBF7679BD0A5B80EF59E02B050/1012593.png
875,1,0,Unyielding Blast,Shroud skill 1 inflicts vulnerability.,Major,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3A394C1A0A3257EB27A44842DDEEF0DF000E1241/102850.png|10|Vulnerability|Damage and condition damage taken are increased; stacks intensity.|2|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3A394C1A0A3257EB27A44842DDEEF0DF000E1241/102850.png|6|Vulnerability|Damage and condition damage taken are increased; stacks intensity.|2,50,https://render.guildwars2.com/file/C161543798EAA41863E26E3250FD534E4C1E357C/1012582.png
887,1,0,Gluttony,Increases the amount of life force gained from all sources.,Minor,Effectiveness Increased|Percent|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|10,50,https://render.guildwars2.com/file/2C254E1B7AEA1101FA25FCE610EB074E32B8CD02/1012591.png
888,1,2,Speed of Shadows,Entering shroud grants swiftness and removes movement-impairing conditions.,Major,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/20CFC14967E67F7A3FD4A4B8722B4CF5B8565E11/102836.png|10|Swiftness|Movement speed increased by 33%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/070325E519C178D502A8160523766070D30C0C19/102838.png|Crippled|Movement speed decreased by 50%; stacks duration.|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/28C4EC547A3516AF0242E826772DA43A5EAC3DF3/102839.png|Chilled|Movement speed decreased by 66%; skill cooldown increased by 66%; stacks duration.|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/397A613651BFCA2832B6469CE34735580A2C120E/102844.png|Immobile|Unable to move; stacks duration.,50,https://render.guildwars2.com/file/6DDE13189AD8C45020D1CC1F0803E329F26839CB/1012584.png
889,3,0,Eternal Life,Gain life force every interval up to the threshold when not in shroud. Gain protection when you enter shroud.,Major,Life Force Threshold|Percent|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|66|Life Force|Percent|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|3|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/CD77D1FAB7B270223538A8F8ECDA1CFB044D65F4/102834.png|3|Protection|Incoming strike damage decreased by 33%; stacks duration.|1|Interval|Time|https://render.guildwars2.com/file/B75E91EB22E0DFCC1D08030204055946506D56F6/1770206.png|1,50,https://render.guildwars2.com/file/AEE06B525C42EFB8E47A3D23FED87DF2473793CF/2261508.png
891,2,0,Sinister Shroud,<c=@abilitytype>Shroud</c> skills gain reduced recharge.,Minor,Recharge Reduced|Percent|https://render.guildwars2.com/file/AAB7C5387A08367C2F023F19FEE70E1556AD4375/1770202.png|15,50,https://render.guildwars2.com/file/75273DA6696969760BB6D765E56D0CDCD0ABBA43/1012592.png
892,2,2,Fear of Death,Your fear effects have increased durations. Inflicting fear generates life force.,Major,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|5|Duration Increase|Percent|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|100|Duration Increase|Percent|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|50|Life Force|Percent|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|15,50,https://render.guildwars2.com/file/0FF8E9ACE2E2105C0CF69696D12AADC000EF75A5/1012587.png
893,3,1,Death Perception,Gain increased critical-strike chance. Gain increased critical-strike damage while in shroud.,Major,Critical Damage Increase|Percent|https://render.guildwars2.com/file/0658D833944E69E62E08EB18A0B5407F722125BC/2229320.png|15|Critical Chance Increase|Percent|https://render.guildwars2.com/file/C2CEA567E0C43C199C782809544721AA12A6DF0A/2229323.png|15|Critical Chance Increase|Percent|https://render.guildwars2.com/file/C2CEA567E0C43C199C782809544721AA12A6DF0A/2229323.png|10,50,https://render.guildwars2.com/file/D2360AB8930CAA809136287E6DA03DA37360E1A7/1012589.png
894,2,0,Soul Barbs,Entering or exiting shroud increases all damage you deal for a duration.,Major,Damage Increase|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|10|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|15|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|10,50,https://render.guildwars2.com/file/59A0DA7819F43F1B5E689B14CE0D0ABCC0EF3173/1012585.png
898,1,1,Soul Marks,Marks become unblockable and generate life force when triggered.,Major,Life Force|Percent|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|3|Unblockable|NoData|https://render.guildwars2.com/file/BA65F2F5A073EB4BCC79085916B978DC0B096A0B/2248876.png,50,https://render.guildwars2.com/file/33961B371EDB0C0DC8FCC9963E0C9F103D6891DB/1012583.png
899,2,0,Chill of Death,Cast Lesser Spinal Shivers on a foe when attacking them while their health is below the threshold.,Major,Health Threshold|Percent|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|50,53,https://render.guildwars2.com/file/FED2475CCB0936A368AB44DA729EE0AFACBBBE06/1012597.png
903,3,2,Spiteful Spirit,Strike around you when entering shroud.,Major,,53,https://render.guildwars2.com/file/9775E905A6CBDF95CB106A0F95B79E74132CAF9C/1012602.png
905,3,2,Dhuumfire,Shroud skill 1 inflicts burning on your target.,Major,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|3|Burning|Deals damage every second; stacks intensity.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|3|Burning|Deals damage every second; stacks intensity.|1,50,https://render.guildwars2.com/file/A309650463ECED29B2ADB89E0DC402662377BB99/1012590.png
909,2,2,Signets of Suffering,<c=@abilitytype>Signets</c> remove boons from affected foes.,Major,Boons Removed|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|2|Boons Removed|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|1,53,https://render.guildwars2.com/file/EEB462072294673B6ADC280A2374216047529798/1012600.png
913,1,0,Reaper's Might,Shroud skill 1 grants might.,Minor,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|15|Might|Increased outgoing damage; stacks intensity.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|6|Might|Increased outgoing damage; stacks intensity.|1,53,https://render.guildwars2.com/file/080173CE4527AF48B3F90770C8FB676343EBDB02/1012603.png
914,1,0,Spiteful Talisman,Deal increased strike damage to foes with no boons. Focus and axe skills recharge faster.,Major,Recharge Reduced|Percent|https://render.guildwars2.com/file/AAB7C5387A08367C2F023F19FEE70E1556AD4375/1770202.png|20|Damage Increase|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|10,53,https://render.guildwars2.com/file/4FDFAB1B3BFF06F6044A491B04967C5D03526B0B/1012594.png
915,2,0,Death's Embrace,Deal increased strike damage while downed. Inflict vulnerability when you strike a foe below the health threshold.<br><c=@reminder>Cannot apply vulnerability to the same target more than once per interval.</c>,Minor,Damage Increase|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|25|Damage Increase|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|5|Health Threshold|Percent|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|50|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3A394C1A0A3257EB27A44842DDEEF0DF000E1241/102850.png|8|Vulnerability|Damage and condition damage taken are increased; stacks intensity.|5|Interval|Time|https://render.guildwars2.com/file/B75E91EB22E0DFCC1D08030204055946506D56F6/1770206.png|10,53,https://render.guildwars2.com/file/FD34100F781539CF49B657412CDBD9B170D6C964/1012605.png
916,1,1,Spiteful Renewal,Consume conditions to gain health when you use a healing skill.,Major,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|5|Heal per condition|AttributeAdjust|https://render.guildwars2.com/file/D4347C52157B040943051D7E09DEAD7AF63D4378/156662.png|961|Healing|Conditions Removed|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|1,53,https://render.guildwars2.com/file/EFCE14DF279DDD28C54077500B03DEC1B692120A/1012595.png
917,3,0,Siphoned Power,Gain might when you strike a foe below the health threshold.,Minor,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|1|Health Threshold|Percent|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|50|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|8|Might|Increased outgoing damage; stacks intensity.|3,53,https://render.guildwars2.com/file/F9CC326D70BFDFAED0054C27F721362AFB32177E/1012604.png
919,3,0,Dread,Inflicting fear on a foe gives you boons. Shroud skill 3 partially recharges when you defeat foes.,Major,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|3|Recharge Reduced|Percent|https://render.guildwars2.com/file/AAB7C5387A08367C2F023F19FEE70E1556AD4375/1770202.png|50|Recharge Reduced|Percent|https://render.guildwars2.com/file/AAB7C5387A08367C2F023F19FEE70E1556AD4375/1770202.png|5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/D4AB6401A6D6917C3D4F230764452BCCE1035B0D/1012835.png|5|Quickness|Skills and actions are faster.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/96D90DF84CAFE008233DD1C2606A12C1A0E68048/102842.png|10|Fury|Critical chance increased; stacks duration.|1,53,https://render.guildwars2.com/file/7BC853D02CC59AD43A677E3D515674AA1D3FE164/1012599.png
964,2,2,Windborne Notes,Grant nearby allies regeneration when you use a warhorn skill. Heal allies when you grant them regeneration.,Major,Healing|AttributeAdjust|https://render.guildwars2.com/file/D4347C52157B040943051D7E09DEAD7AF63D4378/156662.png|157|Healing|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/F69996772B9E18FD18AD0AABAB25D7E3FC42F261/102835.png|6|Regeneration|Gain health every second; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/F69996772B9E18FD18AD0AABAB25D7E3FC42F261/102835.png|4|Regeneration|Gain health every second; stacks duration.|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|900|Number of Allied Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,25,https://render.guildwars2.com/file/E4A570C5B180415A581007A004037FEBFC99CE4B/1012635.png
965,2,1,Spirited Arrival,Grant boons to nearby allies when swapping pets.,Major,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|12|Might|Increased outgoing damage; stacks intensity.|6|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/96D90DF84CAFE008233DD1C2606A12C1A0E68048/102842.png|8|Fury|Critical chance increased; stacks duration.|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|300|Combat Only|NoData|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png,25,https://render.guildwars2.com/file/5599287FC8FCB4ECB31B73625605072B7234269A/1012634.png
968,3,1,Zephyr's Speed,Cast Lesser Quickening Zephyr when you swap pets.,Major,Combat Only|NoData|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png,32,https://render.guildwars2.com/file/DFCFB305E50B1A1824B4D81108BAD072C5BA010C/1012613.png
970,2,2,Natural Healing,Your pet recovers health each interval.,Major,Healing|AttributeAdjust|https://render.guildwars2.com/file/D4347C52157B040943051D7E09DEAD7AF63D4378/156662.png|375|Healing|Interval|Time|https://render.guildwars2.com/file/B75E91EB22E0DFCC1D08030204055946506D56F6/1770206.png|3,32,https://render.guildwars2.com/file/E10A27535DAC0BBFFCB205BFBBC9D30F68BE0C07/1012611.png
974,2,0,Loud Whistle,"While your health is above the threshold, your pet deals increased strike damage. Your pet swap gains recharge reduction.",Minor,Health Threshold|Percent|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|90|Damage Increase|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|10|Recharge Reduced|Percent|https://render.guildwars2.com/file/AAB7C5387A08367C2F023F19FEE70E1556AD4375/1770202.png|20,32,https://render.guildwars2.com/file/9434BE3CBBD1A8CB3C1AA1004C7AB0267AF83F4F/1012616.png
975,2,0,Wilting Strike,<c=@abilitytype>Beast</c> abilities inflict weakness on those struck.<br><c=@reminder>This effect will only occur once on each target struck by an ability.</c>,Major,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/6CB0E64AF9AA292E332A38C1770CE577E2CDE0E8/102853.png|4|Weakness|Endurance regeneration decreased by 50%. 50% of hits are Glancing Blows (50% damage). Stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/6CB0E64AF9AA292E332A38C1770CE577E2CDE0E8/102853.png|3|Weakness|Endurance regeneration decreased by 50%. 50% of hits are Glancing Blows (50% damage). Stacks duration.|1,32,https://render.guildwars2.com/file/32230CE64A4007F6301E9C93B393CF5328101C15/1012609.png
978,1,1,Wellspring,Grant regeneration to nearby allies when you use a healing skill. You and your pet gain healing power based on power.,Major,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/F69996772B9E18FD18AD0AABAB25D7E3FC42F261/102835.png|6|Regeneration|Gain health every second; stacks duration.|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|300|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Attribute Conversion|BuffConversion|https://render.guildwars2.com/file/9B986DEADC035E58C364A1423975F5F538FC2202/2229321.png|7|Power|Healing,25,https://render.guildwars2.com/file/E9A2CD7164FA3BFBB549B9B9DA2238007EA1720B/1012631.png
986,1,2,Clarion Bond,Cast Lesser Call of the Wild when you swap pets.,Major,Combat Only|NoData|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png,8,https://render.guildwars2.com/file/38A957BBB30F1F4E346E35C75B911F23AB0E6A37/1012620.png
996,3,0,Predator's Onslaught,"You and your pet deal increased strike damage to disabled, defiant, or movement-impaired foes.<br><c=@reminder>Affected conditions are stun, taunt, daze, cripple, fear, immobilize, and chilled.</c>",Major,Damage Increase|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|15,8,https://render.guildwars2.com/file/0771B76DEC42B44A579725E0C0C2A07F2058B65A/1012624.png
1000,2,1,Farsighted,Ranger weapon skills deal increased strike damage. Damage is further increased for foes above the range threshold.,Major,Damage Increase|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|5|Damage Increase|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|10|Damage Increase above Threshold|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|10|Damage Increase above Threshold|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|15|Range Threshold|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|600,8,https://render.guildwars2.com/file/6F338058C9CEAC7F35740F1F384E01F4C7D45428/1012622.png
1001,2,0,Brutish Seals,Activating a <c=@abilitytype>Signet</c> grants might and fury to nearby allies.,Major,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/96D90DF84CAFE008233DD1C2606A12C1A0E68048/102842.png|6|Fury|Critical chance increased; stacks duration.|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|300|Number of Allied Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|15|Might|Increased outgoing damage; stacks intensity.|3|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|8|Might|Increased outgoing damage; stacks intensity.|3,8,https://render.guildwars2.com/file/C7F4A1026CF206665B95C407D898ED39757BB515/1012621.png
1009,2,0,Alpha Focus,Your opening strikes inflict cripple on your foes.,Minor,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/070325E519C178D502A8160523766070D30C0C19/102838.png|2|Crippled|Movement speed decreased by 50%; stacks duration.|1,8,https://render.guildwars2.com/file/D8167EA3C3CC7508DD2126F7A8C7BAC9C7069829/1012628.png
1010,1,0,Opening Strike,You and your pet inflict vulnerability with your first strike when entering combat.,Minor,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/A537B362D8AC54BC7907E050B596BA93E4CBE5F2/1012627.png|0|Opening Strike|Your next attack is an opening strike.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3A394C1A0A3257EB27A44842DDEEF0DF000E1241/102850.png|5|Vulnerability|Damage and condition damage taken are increased; stacks intensity.|5,8,https://render.guildwars2.com/file/A537B362D8AC54BC7907E050B596BA93E4CBE5F2/1012627.png
1011,3,0,Precise Strike,Opening Strike has an increased chance to critically strike.,Minor,Critical Chance Increase|Percent|https://render.guildwars2.com/file/C2CEA567E0C43C199C782809544721AA12A6DF0A/2229323.png|100,8,https://render.guildwars2.com/file/C16AC293515DD1CCD131A6F79206EB5E5FDD7747/1012629.png
1014,1,1,Hunter's Gaze,Gain might when you strike a foe based on their health percent.,Major,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|5|Might|Increased outgoing damage; stacks intensity.|3|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|5|Might|Increased outgoing damage; stacks intensity.|2|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|5|Might|Increased outgoing damage; stacks intensity.|1,8,https://render.guildwars2.com/file/FE4DDEFE6EF8A7BD7FD638D86C6CD3B409E399F0/1012619.png
1015,3,1,Remorseless,Regain opening strike whenever you gain fury. Opening strike deals more damage.,Major,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/A537B362D8AC54BC7907E050B596BA93E4CBE5F2/1012627.png|20|Opening Strike|Your next attack is an opening strike.|1|Damage Increase|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|25,8,https://render.guildwars2.com/file/1744A5411A5DED5AF343B4F4B7490A7677FE18EA/1012625.png
1016,2,0,Spotter,"While you are in combat, grant fury to yourself and nearby allies each interval.",Major,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|10|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/96D90DF84CAFE008233DD1C2606A12C1A0E68048/102842.png|3|Fury|Critical chance increased; stacks duration.|1|Interval|Time|https://render.guildwars2.com/file/B75E91EB22E0DFCC1D08030204055946506D56F6/1770206.png|10|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|600|Combat Only|NoData|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,30,https://render.guildwars2.com/file/45B0B5471A93FB94762AF259AD1565F638C37678/1012645.png
1021,1,0,Stoneform,Use Lesser Signet of Stone when you use an elite skill.,Major,,8,https://render.guildwars2.com/file/205F4491B806F7ECF6BE0B9F18C266FDAAE4635A/1769987.png
1038,3,0,Nature's Vengeance, <c=@abilitytype>Spirits</c> slam again when they finish shaking.,Major,Time between slams|Time|https://render.guildwars2.com/file/B75E91EB22E0DFCC1D08030204055946506D56F6/1770206.png|3,25,https://render.guildwars2.com/file/FE6272D67567A04F0D2013927551306DE4940FE4/1012636.png
1047,2,1,Two-Handed Training,Greatsword and spear skills deal more damage and recharge faster. Gain fury when you disable a foe.,Major,Damage Increase|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|10|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/96D90DF84CAFE008233DD1C2606A12C1A0E68048/102842.png|3|Fury|Critical chance increased; stacks duration.|1|Recharge Reduced|Percent|https://render.guildwars2.com/file/AAB7C5387A08367C2F023F19FEE70E1556AD4375/1770202.png|20,32,https://render.guildwars2.com/file/D10A0BFF47D14345DD6C41DD0FF6F256659DF7C2/1012610.png
1054,2,0,Evasive Purity,Dodging removes a damaging condition and a non-damaging condition from you.,Major,,25,https://render.guildwars2.com/file/C374B3F2C1BCFCB0B164FF0567FB6CC1B31B9651/1012633.png
1055,1,0,Rejuvenation,<c=@abilitytype>Beast</c> skills grant regeneration around the ranger.,Minor,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|20|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/F69996772B9E18FD18AD0AABAB25D7E3FC42F261/102835.png|10|Regeneration|Gain health every second; stacks duration.|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|300|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,25,https://render.guildwars2.com/file/04744A052966FD205B5909E7BE037F22115C0250/1012639.png
